id,Leaf Blower,Leaf Destroyer,Leaf Storm-nado,Leaf A-leaf-eator,age,home
1814,No,Yes,No,No,27.02262389,Rent
1815,No,No,No,No,31.88958782,Rent
1816,No,Yes,No,No,58.24594533,Rent
1817,No,Yes,Yes,No,25.99098157,Rent
1818,No,No,No,No,33.58432576,Rent
1819,No,No,No,No,33.65763107,Rent
1820,No,Yes,Yes,Yes,55.80390165,Rent
1821,No,No,Yes,Yes,31.31483716,Rent
1822,Yes,Yes,Yes,No,41.69356249,Own
1823,No,Yes,No,Yes,23.4932835,Rent
1824,No,Yes,Yes,No,40.81820207,Rent
1825,No,No,No,No,22.38545247,Rent
1826,No,Yes,Yes,No,20.06495383,Rent
1827,No,Yes,Yes,No,21.15153906,Rent
1828,No,Yes,No,No,53.52222347,Own
1829,No,No,No,No,34.66545282,Rent
1830,No,No,Yes,No,53.335194,Rent
1831,No,No,No,Yes,18.40145399,Rent
1832,Yes,Yes,No,Yes,35.94050285,Rent
1833,No,Yes,Yes,No,29.39344396,Own
1834,No,Yes,Yes,No,55.90136573,Own
1835,No,No,No,No,49.04770096,Rent
1836,No,Yes,Yes,No,26.93538841,Rent
1837,No,Yes,No,No,42.44846824,Rent
1838,No,Yes,Yes,No,41.43237006,Rent
1839,No,Yes,No,Yes,30.98875903,Rent
1840,No,No,No,No,36.26430344,Rent
1841,No,Yes,Yes,No,38.68942556,Rent
1842,No,Yes,No,Yes,27.08766891,Rent
1843,No,Yes,No,No,35.96060704,Rent
1844,No,Yes,Yes,No,43.1190285,Rent
1845,No,No,Yes,No,26.05176575,Rent
1846,No,No,No,No,18.86851446,Rent
1847,No,No,Yes,No,37.89365156,Rent
1848,No,Yes,No,No,61.7362099,Own
1849,No,Yes,Yes,No,55.4194933,Rent
1850,No,Yes,Yes,No,33.14060675,Own
1851,No,Yes,Yes,No,34.82413857,Rent
1852,No,No,No,No,29.44742619,Rent
1853,No,Yes,Yes,Yes,56.1884368,Rent
1854,No,Yes,No,No,19.40022533,Rent
1855,No,Yes,Yes,No,60.91497997,Own
1856,No,Yes,No,Yes,56.74653242,Rent
1857,No,Yes,Yes,No,39.84393545,Rent
1858,No,Yes,Yes,Yes,52.60849945,Rent
1859,No,Yes,No,No,33.24800755,Rent
1860,No,Yes,Yes,No,33.03105362,Rent
1861,Yes,Yes,No,No,51.44557282,Own
1862,No,Yes,No,No,50.15844105,Rent
1863,No,Yes,No,No,41.90626605,Rent
1864,No,No,No,Yes,24.58337198,Rent
1865,No,Yes,No,No,47.01104018,Rent
1866,No,No,Yes,Yes,34.75466836,Rent
1867,No,Yes,No,Yes,36.72083327,Rent
1868,No,No,Yes,Yes,48.96836722,Rent
1869,No,Yes,Yes,No,59.28916231,Own
1870,No,Yes,No,Yes,36.39384091,Rent
1871,No,Yes,No,No,34.64510966,Rent
1872,No,Yes,No,Yes,24.55436855,Rent
1873,No,Yes,Yes,No,57.72185149,Own
1874,No,Yes,Yes,No,35.18730841,Own
1875,No,No,Yes,No,28.82949399,Rent
1876,No,No,Yes,No,39.4721894,Rent
1877,No,Yes,Yes,No,47.46458322,Own
1878,No,No,Yes,No,48.15426528,Rent
1879,No,Yes,No,No,34.55167314,Own
1880,No,No,No,No,43.25018026,Rent
1881,No,Yes,Yes,No,43.76014495,Own
1882,No,Yes,No,No,46.01211953,Own
1883,Yes,No,No,No,53.44004967,Rent
1884,No,No,No,No,41.76976942,Rent
1885,No,Yes,No,Yes,38.72435135,Rent
1886,No,No,Yes,No,50.32033879,Rent
1887,No,No,No,No,19.62140823,Rent
1888,No,Yes,No,No,34.15063887,Rent
1889,No,No,Yes,No,50.2946912,Rent
1890,No,No,Yes,Yes,32.27096139,Rent
1891,No,Yes,No,Yes,48.1547706,Rent
1892,No,No,Yes,Yes,27.91363966,Rent
1893,Yes,Yes,No,No,35.32117294,Rent
1894,No,Yes,Yes,Yes,60.89784839,Rent
1895,No,No,Yes,No,36.27509127,Rent
1896,No,Yes,Yes,No,56.77795189,Own
1897,No,Yes,Yes,No,51.4236597,Own
1898,No,Yes,Yes,No,18.52646816,Rent
1899,No,Yes,Yes,No,61.62270829,Own
1900,No,Yes,Yes,No,58.49887282,Own
1901,No,Yes,Yes,No,31.25985686,Rent
1902,No,Yes,No,No,29.45056331,Own
1903,No,No,No,No,41.19432455,Rent
1904,No,Yes,No,Yes,34.39201223,Own
1905,No,Yes,Yes,No,27.11261704,Rent
1906,No,No,No,No,35.41828074,Rent
1907,No,No,Yes,Yes,29.17806656,Rent
1908,No,No,Yes,No,42.52267599,Rent
1909,No,Yes,Yes,No,31.25387013,Rent
1910,No,No,No,Yes,37.9353298,Rent
1911,No,Yes,No,No,38.45237763,Rent
1912,No,Yes,No,No,58.92733691,Own
1913,No,Yes,Yes,Yes,34.80820822,Rent
1914,Yes,Yes,No,No,40.8528542,Rent
1915,No,Yes,Yes,No,26.84607067,Own
1916,No,Yes,No,No,62.45237728,Rent
1917,No,Yes,Yes,No,50.81321564,Own
1918,Yes,Yes,No,Yes,19.40546555,Rent
1919,No,Yes,Yes,No,62.92196809,Own
1920,No,Yes,No,No,34.29967555,Rent
1921,No,Yes,Yes,No,24.54663521,Rent
1922,Yes,Yes,No,Yes,32.75922087,Rent
1923,No,Yes,No,Yes,29.065548,Rent
1924,No,Yes,Yes,No,49.46764523,Own
1925,No,Yes,Yes,No,42.7629207,Own
1926,No,No,No,No,27.09005477,Rent
1927,No,Yes,No,No,51.60646586,Own
1928,No,Yes,No,Yes,57.63369453,Rent
1929,No,Yes,Yes,No,40.07603913,Own
1930,Yes,Yes,Yes,No,46.40616043,Own
1931,Yes,No,No,No,48.22793107,Rent
1932,No,Yes,Yes,No,35.52926227,Own
1933,No,No,No,No,28.34788775,Rent
1934,No,Yes,Yes,No,47.08227066,Own
1935,No,Yes,No,No,72.13664941,Own
1936,No,No,Yes,No,33.80171476,Rent
1937,No,Yes,Yes,Yes,44.8792628,Rent
1938,No,No,Yes,No,23.40398925,Rent
1939,No,No,No,No,26.59380829,Rent
1940,No,No,No,No,19.16231512,Rent
1941,No,Yes,Yes,No,48.1173563,Own
1942,No,No,Yes,No,18.64839001,Rent
1943,No,No,Yes,No,32.31436564,Rent
1944,No,Yes,Yes,No,30.04551403,Rent
1945,No,No,Yes,No,45.06116138,Rent
1946,No,Yes,Yes,No,31.21118152,Own
1947,No,No,No,No,39.52613854,Rent
1948,Yes,Yes,No,No,27.93460074,Own
1949,No,Yes,Yes,No,27.80018556,Rent
1950,No,Yes,Yes,No,56.47169762,Own
1951,No,Yes,Yes,No,41.90024955,Own
1952,No,Yes,Yes,No,24.79542669,Rent
1953,No,Yes,No,No,25.69846198,Rent
1954,No,No,Yes,No,46.70205414,Rent
1955,No,Yes,No,Yes,35.86758906,Rent
1956,No,Yes,No,No,67.10526431,Own
1957,No,Yes,No,No,20.45384934,Rent
1958,No,Yes,Yes,No,36.94557774,Rent
1959,Yes,No,Yes,No,36.6335694,Rent
1960,No,No,Yes,No,44.65051936,Rent
1961,No,No,No,No,20.66317639,Rent
1962,No,Yes,No,No,69.70491405,Own
1963,Yes,No,No,No,37.49798202,Rent
1964,Yes,Yes,Yes,No,48.25686511,Own
1965,No,Yes,Yes,No,23.77619385,Rent
1966,No,Yes,Yes,No,46.84772166,Own
1967,No,Yes,Yes,No,57.6558293,Rent
1968,Yes,Yes,No,Yes,35.75947585,Rent
1969,No,No,No,No,45.68872069,Rent
1970,No,Yes,Yes,No,18.39508309,Rent
1971,No,Yes,Yes,No,38.39690674,Rent
1972,No,Yes,No,No,36.6319686,Rent
1973,No,Yes,No,Yes,30.46558883,Rent
1974,No,No,No,No,52.6428217,Rent
1975,No,Yes,No,No,34.97706359,Rent
1976,No,No,Yes,No,37.66658053,Rent
1977,No,Yes,No,No,23.55534099,Own
1978,No,Yes,Yes,No,29.9798675,Own
1979,No,No,No,Yes,29.07307608,Rent
1980,No,Yes,Yes,No,59.59732228,Own
1981,No,Yes,Yes,Yes,22.86603519,Rent
1982,No,Yes,No,No,28.34616726,Own
1983,No,Yes,No,No,37.72092051,Rent
1984,No,Yes,Yes,No,46.2913295,Rent
1985,No,Yes,Yes,No,23.38278318,Rent
1986,No,Yes,Yes,No,30.68917102,Rent
1987,No,No,No,No,29.50575734,Rent
1988,No,Yes,Yes,No,36.41647628,Rent
1989,No,Yes,No,No,23.69215625,Rent
1990,No,No,No,No,28.50420058,Rent
1991,No,Yes,Yes,No,38.27972434,Rent
1992,No,Yes,No,No,38.92912778,Rent
1993,No,No,No,No,53.42640677,Rent
1994,No,Yes,No,No,35.64292509,Rent
1995,No,Yes,No,No,37.8480555,Own
1996,No,Yes,No,No,49.33990969,Rent
1997,No,Yes,No,No,27.57667944,Own
1998,No,Yes,No,No,49.17800339,Own
1999,No,Yes,Yes,No,50.52924434,Own
2000,No,No,Yes,No,19.83452152,Rent
