id,age,receive.offer,repeat.customer,prod
2410,54,Yes,Yes,Grass Chopper
2411,47,Yes,Yes,Grass Chopper
2412,44,No,No,Grass Chopper
2413,45,No,Yes,Grass Chopper
2414,37,No,No,Grass Chopper
2415,58,Yes,Yes,Grass Chopper
2416,54,Yes,No,Grass Chopper
2417,59,No,Yes,Grass Chopper
2418,50,No,Yes,Grass Chopper
2419,42,Yes,Yes,Grass Chopper
2420,59,No,No,Grass Chopper
2421,45,No,Yes,Grass Chopper
2422,53,No,No,Grass Chopper
2423,55,No,Yes,Grass Chopper
2424,46,Yes,No,Grass Chopper
2425,48,Yes,Yes,Grass Chopper
2426,56,No,Yes,Grass Chopper
2427,60,Yes,No,Grass Chopper
2428,32,Yes,No,Grass Chopper
2429,37,Yes,No,Grass Chopper
2430,64,No,No,Grass Chopper
2431,48,No,Yes,Grass Chopper
2432,59,No,No,Grass Chopper
2433,32,No,No,Grass Chopper
2434,69,Yes,Yes,Grass Chopper
2435,49,No,Yes,Grass Chopper
2436,64,Yes,Yes,Grass Chopper
2437,51,No,No,Grass Chopper
2438,42,Yes,Yes,Grass Chopper
2439,38,No,No,Grass Chopper
2440,48,No,No,Grass Chopper
2441,46,Yes,Yes,Grass Chopper
2442,65,Yes,Yes,Grass Chopper
2443,47,Yes,Yes,Grass Chopper
2444,50,No,Yes,Grass Chopper
2445,48,No,Yes,Grass Chopper
2446,56,Yes,No,Grass Chopper
2447,48,No,Yes,Grass Chopper
2448,40,Yes,No,Grass Chopper
2449,55,No,Yes,Grass Chopper
2450,55,No,No,Grass Chopper
2451,47,No,Yes,Grass Chopper
2452,28,No,Yes,Grass Chopper
2453,47,No,Yes,Grass Chopper
2454,46,Yes,Yes,Grass Chopper
2455,44,No,Yes,Grass Chopper
2456,48,No,No,Grass Chopper
2457,57,No,No,Grass Chopper
2458,40,Yes,No,Grass Chopper
2459,32,No,No,Grass Chopper
2460,57,No,No,Grass Chopper
2461,50,Yes,Yes,Grass Chopper
2462,60,No,No,Grass Chopper
2463,51,No,No,Grass Chopper
2464,66,No,Yes,Grass Chopper
2465,67,No,No,Grass Chopper
2466,39,No,Yes,Grass Chopper
2467,32,No,Yes,Grass Chopper
2468,54,No,No,Grass Chopper
2469,61,Yes,No,Grass Chopper
2470,49,Yes,Yes,Grass Chopper
2471,45,Yes,Yes,Grass Chopper
2472,64,No,Yes,Grass Chopper
2473,48,Yes,Yes,Grass Chopper
2474,43,Yes,Yes,Grass Chopper
2475,42,No,Yes,Grass Chopper
2476,63,No,Yes,Grass Chopper
2477,42,Yes,No,Grass Chopper
2478,46,No,Yes,Grass Chopper
2479,50,No,Yes,Grass Chopper
2480,46,Yes,Yes,Grass Chopper
2481,44,Yes,Yes,Grass Chopper
2482,68,No,Yes,Grass Chopper
2483,49,Yes,Yes,Grass Chopper
2484,64,No,No,Grass Chopper
2485,42,No,Yes,Grass Chopper
2486,62,Yes,Yes,Grass Chopper
2487,54,No,Yes,Grass Chopper
2488,48,No,No,Grass Chopper
2489,45,No,No,Grass Chopper
2490,41,No,Yes,Grass Chopper
2491,57,No,Yes,Grass Chopper
2492,38,No,Yes,Grass Chopper
2493,43,Yes,Yes,Grass Chopper
2494,43,Yes,Yes,Grass Chopper
2495,49,No,No,Grass Chopper
2496,63,No,No,Grass Chopper
2497,68,No,Yes,Grass Chopper
2498,59,No,No,Grass Chopper
2499,59,No,Yes,Grass Chopper
2500,54,No,Yes,Grass Chopper
2501,55,Yes,Yes,Grass Chopper
2502,41,No,No,Grass Chopper
2503,60,No,Yes,Grass Chopper
2504,58,No,No,Grass Chopper
2505,60,No,Yes,Grass Chopper
2506,45,No,Yes,Grass Chopper
2507,58,Yes,Yes,Grass Chopper
2508,50,No,No,Grass Chopper
2509,52,Yes,Yes,Grass Chopper
2510,62,No,No,Grass Chopper
2511,50,No,Yes,Grass Chopper
2512,50,No,No,Grass Chopper
2513,55,No,Yes,Grass Chopper
2514,56,No,No,Grass Chopper
2515,59,No,No,Grass Chopper
2516,54,No,Yes,Grass Chopper
2517,49,Yes,Yes,Grass Chopper
2518,57,No,Yes,Grass Chopper
2519,39,Yes,No,Grass Chopper
2520,57,Yes,No,Grass Chopper
2521,37,No,Yes,Grass Chopper
2522,47,No,Yes,Grass Chopper
2523,74,Yes,No,Grass Chopper
2524,72,No,Yes,Grass Chopper
2525,44,No,Yes,Grass Chopper
2526,43,No,No,Grass Chopper
2527,59,No,Yes,Grass Chopper
2528,36,No,No,Grass Chopper
2529,58,No,Yes,Grass Chopper
2530,43,Yes,No,Grass Chopper
2531,52,No,Yes,Grass Chopper
2532,37,No,Yes,Grass Chopper
2533,59,No,No,Grass Chopper
2534,33,No,No,Grass Chopper
2535,48,No,Yes,Grass Chopper
2536,36,No,No,Grass Chopper
2537,59,Yes,Yes,Grass Chopper
2538,54,No,Yes,Grass Chopper
2539,47,No,No,Grass Chopper
2540,39,No,Yes,Grass Chopper
2541,60,No,Yes,Grass Chopper
2542,43,No,Yes,Grass Chopper
2543,46,No,No,Grass Chopper
2544,45,Yes,No,Grass Chopper
2545,53,Yes,No,Grass Chopper
2546,44,Yes,No,Grass Chopper
2547,49,Yes,Yes,Grass Chopper
2548,73,No,Yes,Grass Chopper
2549,61,Yes,No,Grass Chopper
2550,47,No,Yes,Grass Chopper
2551,44,Yes,No,Grass Chopper
2552,60,No,No,Grass Chopper
2553,65,Yes,Yes,Grass Chopper
2554,48,No,Yes,Grass Chopper
2555,62,Yes,No,Grass Chopper
2556,59,No,Yes,Grass Chopper
2557,47,No,No,Grass Chopper
2558,48,No,No,Grass Chopper
2559,59,Yes,Yes,Grass Chopper
2560,38,No,No,Grass Chopper
2561,63,No,Yes,Grass Chopper
2562,28,No,Yes,Grass Chopper
2563,52,No,Yes,Grass Chopper
2564,52,Yes,No,Grass Chopper
2565,39,No,Yes,Grass Chopper
2566,47,No,Yes,Grass Chopper
2567,69,No,Yes,Grass Chopper
2568,46,Yes,No,Grass Chopper
2569,51,Yes,Yes,Grass Chopper
2570,35,Yes,No,Grass Chopper
2571,51,No,Yes,Grass Chopper
2572,54,Yes,Yes,Grass Chopper
2573,57,No,No,Grass Chopper
2574,48,No,Yes,Grass Chopper
2575,44,No,No,Grass Chopper
2576,68,No,Yes,Grass Chopper
2577,67,No,Yes,Grass Chopper
2578,57,No,No,Grass Chopper
2579,53,No,Yes,Grass Chopper
2580,42,Yes,No,Grass Chopper
2581,58,Yes,Yes,Grass Chopper
2582,54,No,No,Grass Chopper
2583,53,Yes,Yes,Grass Chopper
2584,47,Yes,Yes,Grass Chopper
2585,54,No,No,Grass Chopper
2586,61,No,No,Grass Chopper
2587,41,No,Yes,Grass Chopper
2588,41,No,No,Grass Chopper
2589,60,Yes,No,Grass Chopper
2590,47,No,No,Grass Chopper
2591,40,No,Yes,Grass Chopper
2592,48,No,No,Grass Chopper
2593,39,Yes,No,Grass Chopper
2594,40,Yes,Yes,Grass Chopper
2595,49,Yes,Yes,Grass Chopper
2596,42,No,No,Grass Chopper
2597,39,No,No,Grass Chopper
2598,49,Yes,No,Grass Chopper
2599,60,No,Yes,Grass Chopper
2600,54,No,Yes,Grass Chopper
2601,55,Yes,No,Grass Chopper
2602,59,No,Yes,Grass Chopper
2603,54,Yes,Yes,Grass Chopper
2604,54,No,No,Grass Chopper
2605,53,No,Yes,Grass Chopper
2606,51,No,Yes,Grass Chopper
2607,53,No,Yes,Grass Chopper
2608,39,Yes,Yes,Grass Chopper
2609,45,No,Yes,Grass Chopper
2610,43,No,Yes,Grass Chopper
2611,45,No,No,Grass Chopper
2612,75,No,No,Grass Chopper
2613,49,No,Yes,Grass Chopper
2614,68,No,No,Grass Chopper
2615,34,No,Yes,Grass Chopper
2616,44,Yes,No,Grass Chopper
2617,49,No,Yes,Grass Chopper
2618,45,No,No,Grass Chopper
2619,52,No,Yes,Grass Chopper
2620,62,Yes,Yes,Grass Chopper
2621,42,Yes,Yes,Grass Chopper
2622,44,No,No,Grass Chopper
2623,28,No,Yes,Grass Chopper
2624,42,Yes,No,Grass Chopper
2625,58,Yes,Yes,Grass Chopper
2626,36,Yes,Yes,Grass Chopper
2627,23,No,Yes,Grass Chopper
2628,47,No,Yes,Grass Chopper
2629,47,No,Yes,Grass Chopper
2630,42,No,Yes,Grass Chopper
2631,56,Yes,No,Grass Chopper
2632,60,No,No,Grass Chopper
2633,56,No,Yes,Grass Chopper
2634,51,Yes,Yes,Grass Chopper
2635,50,No,Yes,Grass Chopper
2636,70,No,No,Grass Chopper
2637,49,No,Yes,Grass Chopper
2638,47,Yes,No,Grass Chopper
2639,39,No,Yes,Grass Chopper
2640,50,No,No,Grass Chopper
2641,41,No,No,Grass Chopper
2642,46,No,No,Grass Chopper
2643,57,No,Yes,Grass Chopper
2644,58,Yes,Yes,Grass Chopper
2645,52,No,Yes,Grass Chopper
2646,50,No,Yes,Grass Chopper
2647,67,Yes,No,Grass Chopper
2648,54,No,Yes,Grass Chopper
2649,50,No,No,Grass Chopper
2650,59,No,Yes,Grass Chopper
2651,39,No,Yes,Grass Chopper
2652,47,Yes,No,Grass Chopper
2653,51,No,No,Grass Chopper
2654,62,No,Yes,Grass Chopper
2655,66,No,Yes,Grass Chopper
2656,48,No,Yes,Grass Chopper
2657,43,No,Yes,Grass Chopper
2658,48,No,Yes,Grass Chopper
2659,49,Yes,No,Grass Chopper
2660,64,No,No,Grass Chopper
2661,50,No,Yes,Grass Chopper
2662,29,Yes,Yes,Grass Chopper
2663,61,No,Yes,Grass Chopper
2664,54,No,No,Grass Chopper
2665,44,No,Yes,Grass Chopper
2666,50,No,Yes,Grass Chopper
2667,49,No,Yes,Grass Chopper
2668,36,Yes,Yes,Grass Chopper
2669,56,No,No,Grass Chopper
2670,44,No,Yes,Grass Chopper
2671,44,Yes,No,Grass Chopper
2672,49,Yes,Yes,Grass Chopper
2673,55,Yes,Yes,Grass Chopper
2674,47,No,Yes,Grass Chopper
2675,65,Yes,Yes,Grass Chopper
2676,71,No,Yes,Grass Chopper
2677,67,No,Yes,Grass Chopper
2678,62,No,Yes,Grass Chopper
2679,42,No,No,Grass Chopper
2680,40,No,Yes,Grass Chopper
2681,43,No,No,Grass Chopper
2682,50,No,No,Grass Chopper
2683,67,Yes,Yes,Grass Chopper
2684,55,Yes,No,Grass Chopper
2685,50,Yes,No,Grass Chopper
2686,45,Yes,Yes,Grass Chopper
2687,64,No,Yes,Grass Chopper
2688,49,No,No,Grass Chopper
2689,37,No,Yes,Grass Chopper
2690,30,No,Yes,Grass Chopper
2691,30,Yes,Yes,Grass Chopper
2692,48,No,No,Grass Chopper
2693,46,No,Yes,Grass Chopper
2694,55,No,No,Grass Chopper
2695,56,No,Yes,Grass Chopper
2696,60,No,Yes,Grass Chopper
2697,58,No,No,Grass Chopper
2698,46,Yes,No,Grass Chopper
2699,33,No,Yes,Grass Chopper
2700,57,No,Yes,Grass Chopper
2701,51,No,Yes,Grass Chopper
2702,43,No,Yes,Grass Chopper
2703,38,No,Yes,Grass Chopper
2704,49,Yes,Yes,Grass Chopper
2705,54,Yes,Yes,Grass Chopper
2706,50,No,No,Grass Chopper
2707,57,No,No,Grass Chopper
2708,60,No,No,Grass Chopper
2709,51,No,Yes,Grass Chopper
2710,29,Yes,Yes,Grass Chopper
2711,70,No,No,Grass Chopper
2712,41,Yes,Yes,Grass Chopper
2713,32,Yes,Yes,Grass Chopper
2714,27,No,Yes,Grass Chopper
2715,34,Yes,Yes,Grass Chopper
2716,55,No,Yes,Grass Chopper
2717,54,No,Yes,Grass Chopper
2718,63,Yes,Yes,Grass Chopper
2719,62,No,Yes,Grass Chopper
2720,48,No,No,Grass Chopper
2721,58,No,Yes,Grass Chopper
2722,53,No,No,Grass Chopper
2723,42,No,Yes,Grass Chopper
2724,56,Yes,No,Grass Chopper
2725,57,No,Yes,Grass Chopper
2726,47,No,Yes,Grass Chopper
2727,48,No,No,Grass Chopper
2728,52,No,Yes,Grass Chopper
2729,52,No,No,Grass Chopper
2730,60,No,No,Grass Chopper
2731,59,No,Yes,Grass Chopper
2732,55,No,Yes,Grass Chopper
2733,63,Yes,Yes,Grass Chopper
2734,58,No,No,Grass Chopper
2735,57,Yes,No,Grass Chopper
2736,49,No,No,Grass Chopper
2737,58,Yes,No,Grass Chopper
2738,21,Yes,No,Grass Chopper
2739,73,No,Yes,Grass Chopper
2740,48,No,Yes,Grass Chopper
2741,40,Yes,Yes,Grass Chopper
2742,54,No,No,Grass Chopper
2743,65,No,No,Grass Chopper
2744,35,No,Yes,Grass Chopper
2745,46,Yes,No,Grass Chopper
2746,63,Yes,Yes,Grass Chopper
2747,54,Yes,No,Grass Chopper
2748,54,Yes,Yes,Grass Chopper
2749,68,No,Yes,Grass Chopper
2750,45,No,No,Grass Chopper
2751,41,No,No,Grass Chopper
2752,55,No,Yes,Grass Chopper
2753,55,No,Yes,Grass Chopper
2754,25,No,No,Grass Chopper
2755,53,No,No,Grass Chopper
2756,39,No,Yes,Grass Chopper
2757,41,Yes,Yes,Grass Chopper
2758,49,No,Yes,Grass Chopper
2759,53,No,Yes,Grass Chopper
2760,55,No,Yes,Grass Chopper
2761,52,No,Yes,Grass Chopper
2762,32,Yes,No,Grass Chopper
2763,42,No,No,Grass Chopper
2764,46,No,Yes,Grass Chopper
2765,38,No,Yes,Grass Chopper
2766,33,No,Yes,Grass Chopper
2767,45,No,Yes,Grass Chopper
2768,54,No,No,Grass Chopper
2769,52,No,Yes,Grass Chopper
2770,24,Yes,No,Grass Chopper
2771,44,No,Yes,Grass Chopper
2772,55,No,No,Grass Chopper
2773,57,Yes,No,Grass Chopper
2774,33,No,Yes,Grass Chopper
2775,44,No,No,Grass Chopper
2776,53,No,Yes,Grass Chopper
2777,57,No,Yes,Grass Chopper
2778,63,No,Yes,Grass Chopper
2779,46,No,Yes,Grass Chopper
2780,52,Yes,No,Grass Chopper
2781,36,Yes,No,Grass Chopper
2782,34,Yes,Yes,Grass Chopper
2783,42,No,No,Grass Chopper
2784,45,No,No,Grass Chopper
2785,41,No,Yes,Grass Chopper
2786,74,No,Yes,Grass Chopper
2787,75,No,Yes,Grass Chopper
2788,42,No,Yes,Grass Chopper
2789,62,Yes,Yes,Grass Chopper
2790,56,No,No,Grass Chopper
2791,63,No,Yes,Grass Chopper
2792,64,No,Yes,Grass Chopper
2793,49,No,Yes,Grass Chopper
2794,61,Yes,No,Grass Chopper
2795,41,No,Yes,Grass Chopper
2796,48,No,No,Grass Chopper
2797,48,Yes,No,Grass Chopper
2798,61,No,Yes,Grass Chopper
2799,53,No,Yes,Grass Chopper
2800,48,No,No,Grass Chopper
2801,56,No,No,Grass Chopper
2802,54,No,Yes,Grass Chopper
2803,43,No,Yes,Grass Chopper
2804,80,No,Yes,Grass Chopper
2805,59,No,No,Grass Chopper
2806,38,No,Yes,Grass Chopper
2807,39,Yes,Yes,Grass Chopper
2808,54,No,No,Grass Chopper
2809,53,No,Yes,Grass Chopper
2810,38,Yes,No,Grass Chopper
2811,64,Yes,Yes,Grass Chopper
2812,46,No,Yes,Grass Chopper
2813,43,No,No,Grass Chopper
2814,37,Yes,No,Grass Chopper
2815,53,No,Yes,Grass Chopper
2816,34,No,Yes,Grass Chopper
2817,62,No,Yes,Grass Chopper
2818,26,No,No,Grass Chopper
2819,59,No,Yes,Grass Chopper
2820,39,No,Yes,Grass Chopper
2821,32,No,Yes,Grass Chopper
2822,41,Yes,Yes,Grass Chopper
2823,54,No,Yes,Grass Chopper
2824,60,No,Yes,Grass Chopper
2825,50,No,No,Grass Chopper
2826,57,No,No,Grass Chopper
2827,48,No,No,Grass Chopper
2828,42,Yes,No,Grass Chopper
2829,61,No,Yes,Grass Chopper
2830,44,No,No,Grass Chopper
2831,45,No,No,Grass Chopper
2832,59,No,No,Grass Chopper
2833,37,No,Yes,Grass Chopper
2834,58,No,Yes,Grass Chopper
2835,50,No,Yes,Grass Chopper
2836,51,No,Yes,Grass Chopper
2837,53,No,No,Grass Chopper
2838,60,No,No,Grass Chopper
2839,37,No,No,Grass Chopper
2840,54,No,Yes,Grass Chopper
2841,53,Yes,Yes,Grass Chopper
2842,59,No,Yes,Grass Chopper
2843,39,No,Yes,Grass Chopper
2844,38,No,Yes,Grass Chopper
2845,56,No,No,Grass Chopper
2846,37,No,No,Grass Chopper
2847,28,No,Yes,Grass Chopper
2848,41,No,No,Grass Chopper
2849,41,Yes,Yes,Grass Chopper
2850,48,No,Yes,Grass Chopper
2851,71,No,No,Grass Chopper
2852,49,No,Yes,Grass Chopper
2853,65,No,Yes,Grass Chopper
2854,50,No,Yes,Grass Chopper
2855,44,No,Yes,Grass Chopper
2856,38,No,Yes,Grass Chopper
2857,56,No,Yes,Grass Chopper
2858,47,No,Yes,Grass Chopper
2859,70,Yes,Yes,Grass Chopper
2860,52,Yes,Yes,Grass Chopper
2861,49,No,Yes,Grass Chopper
2862,48,Yes,No,Grass Chopper
2863,55,No,No,Grass Chopper
2864,45,No,Yes,Grass Chopper
2865,54,Yes,No,Grass Chopper
2866,53,Yes,No,Grass Chopper
2867,42,No,Yes,Grass Chopper
2868,59,No,Yes,Grass Chopper
2869,41,Yes,No,Grass Chopper
2870,49,Yes,Yes,Grass Chopper
2871,52,No,No,Grass Chopper
2872,51,Yes,No,Grass Chopper
2873,41,No,Yes,Grass Chopper
2874,65,No,No,Grass Chopper
2875,55,No,No,Grass Chopper
2876,61,No,No,Grass Chopper
2877,51,No,No,Grass Chopper
2878,54,Yes,Yes,Grass Chopper
2879,56,Yes,No,Grass Chopper
2880,58,Yes,Yes,Grass Chopper
2881,42,No,Yes,Grass Chopper
2882,46,No,Yes,Grass Chopper
2883,58,No,No,Grass Chopper
2884,29,No,No,Grass Chopper
2885,68,Yes,No,Grass Chopper
2886,39,No,Yes,Grass Chopper
2887,50,No,Yes,Grass Chopper
2888,41,Yes,Yes,Grass Chopper
2889,54,No,No,Grass Chopper
2890,71,No,Yes,Grass Chopper
2891,68,No,No,Grass Chopper
2892,45,No,Yes,Grass Chopper
2893,40,Yes,Yes,Grass Chopper
2894,58,Yes,Yes,Grass Chopper
2895,53,No,Yes,Grass Chopper
2896,63,No,No,Grass Chopper
2897,69,Yes,No,Grass Chopper
2898,64,No,Yes,Grass Chopper
2899,41,Yes,Yes,Grass Chopper
2900,41,No,Yes,Grass Chopper
2901,53,Yes,No,Grass Chopper
2902,28,No,Yes,Grass Chopper
2903,64,No,No,Grass Chopper
2904,30,No,Yes,Grass Chopper
2905,68,Yes,Yes,Grass Chopper
2906,47,Yes,No,Grass Chopper
2907,52,Yes,No,Grass Chopper
2908,54,Yes,No,Grass Chopper
2909,59,No,Yes,Grass Chopper
2910,49,No,No,Grass Chopper
2911,31,Yes,Yes,Grass Chopper
2912,68,No,No,Grass Chopper
2913,52,No,No,Grass Chopper
2914,30,Yes,Yes,Grass Chopper
2915,67,No,No,Grass Chopper
2916,70,No,No,Grass Chopper
2917,54,No,Yes,Grass Chopper
2918,39,No,No,Grass Chopper
2919,40,Yes,No,Grass Chopper
2920,43,Yes,Yes,Grass Chopper
2921,52,Yes,No,Grass Chopper
2922,41,No,No,Grass Chopper
2923,52,No,Yes,Grass Chopper
2924,35,No,No,Grass Chopper
2925,47,No,Yes,Grass Chopper
2926,69,No,No,Grass Chopper
2927,40,Yes,No,Grass Chopper
2928,37,Yes,No,Grass Chopper
2929,59,No,Yes,Grass Chopper
2930,40,No,Yes,Grass Chopper
2931,69,Yes,Yes,Grass Chopper
2932,32,Yes,No,Grass Chopper
2933,60,Yes,No,Grass Chopper
2934,56,No,Yes,Grass Chopper
2935,53,Yes,No,Grass Chopper
2936,40,No,No,Grass Chopper
2937,54,Yes,Yes,Grass Chopper
2938,31,Yes,Yes,Grass Chopper
2939,65,No,No,Grass Chopper
2940,64,No,Yes,Grass Chopper
2941,41,No,Yes,Grass Chopper
2942,46,No,No,Grass Chopper
2943,47,No,Yes,Grass Chopper
2944,42,No,No,Grass Chopper
2945,54,No,No,Grass Chopper
2946,44,No,Yes,Grass Chopper
2947,34,No,No,Grass Chopper
2948,52,Yes,Yes,Grass Chopper
2949,40,Yes,Yes,Grass Chopper
2950,51,Yes,No,Grass Chopper
2951,52,No,Yes,Grass Chopper
2952,46,No,Yes,Grass Chopper
2953,53,Yes,Yes,Grass Chopper
2954,47,Yes,No,Grass Chopper
2955,54,No,No,Grass Chopper
2956,42,No,No,Grass Chopper
2957,43,Yes,No,Grass Chopper
2958,53,No,Yes,Grass Chopper
2959,50,No,Yes,Grass Chopper
2960,49,No,Yes,Grass Chopper
2961,42,No,No,Grass Chopper
2962,44,No,Yes,Grass Chopper
2963,57,Yes,No,Grass Chopper
2964,51,Yes,Yes,Grass Chopper
2965,48,No,No,Grass Chopper
2966,49,No,No,Grass Chopper
2967,62,No,Yes,Grass Chopper
2968,36,Yes,Yes,Grass Chopper
2969,47,Yes,Yes,Grass Chopper
2970,67,Yes,Yes,Grass Chopper
2971,42,No,Yes,Grass Chopper
2972,38,No,Yes,Grass Chopper
2973,40,No,Yes,Grass Chopper
2974,42,No,Yes,Grass Chopper
2975,43,No,Yes,Grass Chopper
2976,53,No,No,Grass Chopper
2977,46,Yes,Yes,Grass Chopper
2978,43,No,No,Grass Chopper
2979,71,No,Yes,Grass Chopper
2980,64,No,Yes,Grass Chopper
2981,39,No,Yes,Grass Chopper
2982,33,Yes,No,Grass Chopper
2983,48,Yes,No,Grass Chopper
2984,40,Yes,No,Grass Chopper
2985,59,Yes,No,Grass Chopper
2986,48,No,Yes,Grass Chopper
2987,46,No,No,Grass Chopper
2988,47,No,No,Grass Chopper
2989,57,No,No,Grass Chopper
2990,47,No,Yes,Grass Chopper
2991,41,No,Yes,Grass Chopper
2992,67,No,No,Grass Chopper
2993,49,No,Yes,Grass Chopper
2994,57,Yes,Yes,Grass Chopper
2995,62,Yes,No,Grass Chopper
2996,51,Yes,No,Grass Chopper
2997,47,No,Yes,Grass Chopper
2998,45,Yes,No,Grass Chopper
2999,34,No,No,Grass Chopper
3000,36,No,No,Grass Chopper
3001,60,Yes,No,Grass Chopper
3002,59,No,No,Grass Chopper
3003,48,No,Yes,Grass Chopper
3004,40,No,Yes,Grass Chopper
3005,60,No,Yes,Grass Chopper
3006,37,No,No,Grass Chopper
3007,59,No,No,Grass Chopper
3008,36,No,Yes,Grass Chopper
3009,65,Yes,Yes,Grass Chopper
3010,63,No,Yes,Grass Chopper
3011,59,No,Yes,Grass Chopper
3012,55,No,Yes,Grass Chopper
3013,61,No,Yes,Grass Chopper
3014,50,Yes,Yes,Grass Chopper
3015,28,Yes,Yes,Grass Chopper
3016,59,No,No,Grass Chopper
3017,48,No,Yes,Grass Chopper
3018,35,Yes,No,Grass Chopper
3019,45,No,Yes,Grass Chopper
3020,59,Yes,Yes,Grass Chopper
3021,47,Yes,Yes,Grass Chopper
3022,57,No,Yes,Handy Helper
3023,77,Yes,Yes,Handy Helper
3024,63,Yes,Yes,Handy Helper
3025,63,Yes,Yes,Handy Helper
3026,76,Yes,Yes,Handy Helper
3027,78,Yes,Yes,Handy Helper
3028,66,Yes,Yes,Handy Helper
3029,64,Yes,No,Handy Helper
3030,71,Yes,Yes,Handy Helper
3031,76,Yes,Yes,Handy Helper
3032,76,Yes,Yes,Handy Helper
3033,75,No,No,Handy Helper
3034,66,Yes,Yes,Handy Helper
3035,76,Yes,Yes,Handy Helper
3036,76,Yes,Yes,Handy Helper
3037,67,No,Yes,Handy Helper
3038,69,No,Yes,Handy Helper
3039,65,Yes,Yes,Handy Helper
3040,72,Yes,Yes,Handy Helper
3041,78,No,No,Handy Helper
3042,75,Yes,Yes,Handy Helper
3043,78,Yes,Yes,Handy Helper
3044,70,Yes,Yes,Handy Helper
3045,80,Yes,No,Handy Helper
3046,78,Yes,Yes,Handy Helper
3047,63,Yes,Yes,Handy Helper
3048,71,Yes,Yes,Handy Helper
3049,42,Yes,Yes,Handy Helper
3050,73,Yes,Yes,Handy Helper
3051,70,Yes,Yes,Handy Helper
3052,70,Yes,Yes,Handy Helper
3053,62,Yes,Yes,Handy Helper
3054,63,Yes,Yes,Handy Helper
3055,75,Yes,Yes,Handy Helper
3056,61,Yes,Yes,Handy Helper
3057,57,Yes,Yes,Handy Helper
3058,56,Yes,No,Handy Helper
3059,64,No,Yes,Handy Helper
3060,74,No,Yes,Handy Helper
3061,61,No,Yes,Handy Helper
3062,73,Yes,Yes,Handy Helper
3063,63,Yes,Yes,Handy Helper
3064,70,No,No,Handy Helper
3065,77,No,Yes,Handy Helper
3066,65,No,Yes,Handy Helper
3067,68,Yes,No,Handy Helper
3068,67,No,Yes,Handy Helper
3069,72,No,Yes,Handy Helper
3070,78,Yes,Yes,Handy Helper
3071,79,No,Yes,Handy Helper
3072,73,Yes,Yes,Handy Helper
3073,61,No,Yes,Handy Helper
3074,62,No,No,Handy Helper
3075,66,No,Yes,Handy Helper
3076,39,No,No,Handy Helper
3077,69,Yes,Yes,Handy Helper
3078,70,Yes,Yes,Handy Helper
3079,73,Yes,No,Handy Helper
3080,53,No,Yes,Handy Helper
3081,67,No,Yes,Handy Helper
3082,71,Yes,No,Handy Helper
3083,68,Yes,Yes,Handy Helper
3084,77,No,Yes,Handy Helper
3085,52,Yes,Yes,Handy Helper
3086,70,Yes,Yes,Handy Helper
3087,71,Yes,Yes,Handy Helper
3088,66,Yes,Yes,Handy Helper
3089,64,Yes,No,Handy Helper
3090,61,Yes,Yes,Handy Helper
3091,64,No,Yes,Handy Helper
3092,75,Yes,Yes,Handy Helper
3093,61,No,Yes,Handy Helper
3094,65,Yes,Yes,Handy Helper
3095,73,No,Yes,Handy Helper
3096,47,Yes,Yes,Handy Helper
3097,80,Yes,Yes,Handy Helper
3098,74,No,Yes,Handy Helper
3099,72,Yes,Yes,Handy Helper
3100,80,Yes,Yes,Handy Helper
3101,67,Yes,Yes,Handy Helper
3102,79,Yes,Yes,Handy Helper
3103,62,Yes,Yes,Handy Helper
3104,74,Yes,No,Handy Helper
3105,63,Yes,Yes,Handy Helper
3106,65,Yes,Yes,Handy Helper
3107,57,No,Yes,Handy Helper
3108,73,No,Yes,Handy Helper
3109,66,Yes,Yes,Handy Helper
3110,58,Yes,Yes,Handy Helper
3111,73,No,Yes,Handy Helper
3112,73,Yes,Yes,Handy Helper
3113,75,No,Yes,Handy Helper
3114,69,No,No,Handy Helper
3115,68,Yes,Yes,Handy Helper
3116,63,Yes,Yes,Handy Helper
3117,68,Yes,Yes,Handy Helper
3118,70,Yes,Yes,Handy Helper
3119,60,Yes,Yes,Handy Helper
3120,78,Yes,No,Handy Helper
3121,70,Yes,Yes,Handy Helper
3122,56,Yes,Yes,Handy Helper
3123,66,No,Yes,Handy Helper
3124,64,Yes,Yes,Handy Helper
3125,69,No,No,Handy Helper
3126,70,No,Yes,Handy Helper
3127,62,No,Yes,Handy Helper
3128,57,Yes,Yes,Handy Helper
3129,55,No,No,Handy Helper
3130,75,Yes,Yes,Handy Helper
3131,62,No,No,Handy Helper
3132,70,Yes,Yes,Handy Helper
3133,70,No,Yes,Handy Helper
3134,78,No,No,Handy Helper
3135,78,Yes,Yes,Handy Helper
3136,68,No,Yes,Handy Helper
3137,68,Yes,Yes,Handy Helper
3138,63,Yes,Yes,Handy Helper
3139,74,Yes,Yes,Handy Helper
3140,68,Yes,No,Handy Helper
3141,60,No,Yes,Handy Helper
3142,72,Yes,No,Handy Helper
3143,69,Yes,Yes,Handy Helper
3144,63,No,Yes,Handy Helper
3145,64,No,Yes,Handy Helper
3146,64,Yes,Yes,Handy Helper
3147,57,No,Yes,Handy Helper
3148,77,Yes,No,Handy Helper
3149,63,No,No,Handy Helper
3150,48,Yes,Yes,Handy Helper
3151,78,Yes,Yes,Handy Helper
